timestamp,machine_id,temperature,vibration,humidity,pressure,energy_consumption,machine_status,anomaly_flag,predicted_remaining_life,failure_type,downtime_risk,maintenance_required
1/1/2025 0:00,39,78.61,28.65,79.96,3.73,2.16,1,0,106,Normal,0,0
1/1/2025 0:01,29,68.19,57.28,35.94,3.64,0.69,1,0,320,Normal,0,0
1/1/2025 0:02,15,98.94,50.2,72.06,1,2.49,1,1,19,Normal,1,1
1/1/2025 0:03,43,90.91,37.65,30.34,3.15,4.96,1,1,10,Normal,1,1
1/1/2025 0:04,8,72.32,40.69,56.71,2.68,0.63,2,0,65,Vibration Issue,0,1
1/1/2025 0:05,21,70.88,38.38,51.01,3.19,3.24,1,0,381,Normal,0,0
1/1/2025 0:06,39,73.05,40.7,61.59,2.35,1.63,1,0,470,Normal,0,0
1/1/2025 0:07,19,90,56.52,48.32,3.3,3.3,1,0,136,Normal,0,0
1/1/2025 0:08,23,96.04,24.98,50.47,1.59,3.08,1,1,38,Normal,1,1
1/1/2025 0:09,11,55.33,49.29,33.85,2.14,3.74,0,0,190,Normal,0,0
1/1/2025 0:10,11,88.37,64.76,45.96,3.92,4.56,1,0,107,Normal,0,0
1/1/2025 0:11,24,72.11,64.04,59.26,4.71,1.32,1,0,328,Normal,0,0
1/1/2025 0:12,36,66.77,64.09,74.44,1.39,1.46,1,0,191,Normal,0,0
1/1/2025 0:13,40,86.18,32.36,55.08,1.42,4.16,2,0,161,Overheating,0,1
1/1/2025 0:14,24,75.82,39.06,43.64,3.53,4.86,1,0,249,Normal,0,0
1/1/2025 0:15,3,88.68,87.77,49.77,1.25,4.45,1,1,38,Normal,1,1
1/1/2025 0:16,22,84.52,28.09,45.96,2.81,3.36,1,0,127,Normal,0,0
1/1/2025 0:17,2,78.32,84.93,51.55,2.59,2.09,1,1,43,Normal,1,1
1/1/2025 0:18,24,91.23,29.83,41.12,4.63,4.97,1,1,34,Normal,1,1
